"","Mmus_BAL-TAL_LRTN_BSL_Rep1_B7","Mmus_BAL-TAL_RRTN_BSL_Rep2_B8","Mmus_BAL-TAL_RRTN_BSL_Rep3_B9","Mmus_BAL-TAL_RRTN_BSL_Rep4_B10","Mmus_BAL-TAL_LRTN_GC_Rep1_G6","Mmus_BAL-TAL_LRTN_GC_Rep2_G8","Mmus_BAL-TAL_LRTN_GC_Rep3_G9","Mmus_BAL-TAL_RRTN_GC_Rep4_G10","Mmus_BAL-TAL_LRTN_FLT_Rep1_F6","Mmus_BAL-TAL_LRTN_FLT_Rep2_F7","Mmus_BAL-TAL_LRTN_FLT_Rep3_F8","Mmus_BAL-TAL_LRTN_FLT_Rep4_F9","Mmus_BAL-TAL_LRTN_FLT_Rep5_F10"
"ENSMUSG00000054874",660,4638,1429,933,1342,2387,1772,325,935,1351,3552,1738,2897
"ENSMUSG00000054999",2190,3425,2314,2533,4806,3704,3635,3319,4876,4473,4730,3032,1993
"ENSMUSG00000055044",3628,3649,1428,447,4743,3905,2586,1787,2346,734,894,1872,4776
"ENSMUSG00000055491",4719,464,2010,170,2826,4093,984,2844,3746,458,4457,3602,3571
"ENSMUSG00000055523",1977,2006,1294,2955,2784,290,2160,3487,1682,2354,470,4580,4336
"ENSMUSG00000055895",1592,4156,3007,762,3793,1798,1712,2151,1182,4648,3172,1371,397
"ENSMUSG00000055933",1281,4514,1337,4583,2340,3973,1391,4412,863,1443,1512,3422,2985
"ENSMUSG00000056078",4260,2551,4479,2799,4603,4336,4803,866,894,2841,4341,3219,3232
"ENSMUSG00000056185",1693,3835,1664,1567,4058,3822,167,3903,4723,978,4598,4902,3218
"ENSMUSG00000056201",2295,1914,2579,3576,4033,511,2492,4315,3317,1369,2033,224,3692
"ENSMUSG00000056209",1144,1742,3404,4562,3494,3539,4921,1694,3814,3885,2433,2863,4452
"ENSMUSG00000056290",4106,2166,2435,2697,4663,2787,4934,4087,2213,3927,1021,1322,3168
"ENSMUSG00000056481",1050,4163,2835,2403,4452,4898,3648,3576,3032,1617,2454,1350,1396
"ENSMUSG00000056612",700,1917,2816,2198,2267,3737,96,4887,1159,2893,1208,271,3496
"ENSMUSG00000056629",711,2937,2822,961,1631,3141,982,3249,2007,3136,1712,1151,1991
"ENSMUSG00000056829",4843,4068,1779,3427,3303,1742,2507,4716,4649,212,2321,2266,4169
"ENSMUSG00000056858",4926,1332,682,1776,4944,1045,1000,3068,2687,2256,182,2592,666
"ENSMUSG00000056917",1978,1739,909,3511,3403,1097,1149,2805,2672,580,2476,4358,832
"ENSMUSG00000056999",3390,879,2833,589,2990,4152,605,1507,3529,176,3350,2671,2555
"ENSMUSG00000057240",4068,1579,3302,3034,1022,1698,4332,4987,3060,1130,3757,2836,762
"ENSMUSG00000057270",2679,4154,2497,198,3979,4311,1596,328,3928,1949,523,2655,4169
"ENSMUSG00000057503",4150,2134,2474,3668,1303,2971,3170,3404,491,4373,3900,2784,3454
"ENSMUSG00000057506",2858,3874,3341,2748,4264,3258,4300,2253,329,4761,223,601,3667
"ENSMUSG00000057605",4661,484,1125,2054,3794,4591,3985,4351,148,746,3923,4838,455
"ENSMUSG00000057817",3194,3193,4664,3468,743,3319,2369,498,4839,2877,4745,4383,2286
"ENSMUSG00000057858",2389,3262,4028,1584,1559,3649,1602,1366,4222,4709,3623,2252,2492
"ENSMUSG00000057990",663,1441,1017,4065,3365,1470,1192,1234,2296,4212,3359,2336,868
"ENSMUSG00000058078",4547,3022,2658,146,2002,4716,529,1523,1388,4303,4539,4188,5
"ENSMUSG00000058216",405,2941,170,1991,4315,2730,2833,1859,398,1502,3814,1216,4462
"ENSMUSG00000058470",4294,119,3751,3896,1811,66,1089,285,4204,3321,4824,50,1819
"ENSMUSG00000058607",1911,863,3264,1803,2734,2309,3188,462,3171,3357,3473,3237,4476
"ENSMUSG00000058624",2653,3815,4784,4212,4153,394,377,2586,3401,1770,546,3944,173
"ENSMUSG00000058816",4566,4186,1297,1734,1764,4525,545,710,1561,3648,850,701,691
"ENSMUSG00000058927",753,1532,4810,4718,1538,3082,2450,1427,1524,4843,836,651,4190
"ENSMUSG00000059105",4016,338,690,686,2330,3167,3509,2438,2651,3880,1600,596,909
"ENSMUSG00000059326",2349,3617,891,4466,2608,610,3342,938,1189,197,125,2740,253
"ENSMUSG00000059363",286,4092,3335,3797,4241,2833,217,2345,4306,3795,635,3526,2265
"ENSMUSG00000059734",3807,4981,4224,585,2848,450,2459,1727,3567,1968,1792,783,4562
"ENSMUSG00000060049",1846,4567,1877,2810,3430,4842,4136,4361,3928,2806,3565,3883,958
"ENSMUSG00000060224",234,501,1244,2499,1705,2551,4537,774,1921,450,323,926,1251
"ENSMUSG00000060303",4881,1879,1314,4138,3732,703,3420,1509,4616,2805,1615,4043,2142
"ENSMUSG00000060556",217,341,558,3812,4930,4076,2294,1635,2411,4546,506,4725,768
"ENSMUSG00000060613",2894,2066,877,527,752,3339,2445,4613,3132,1156,1590,4067,2867
"ENSMUSG00000060675",505,3973,1007,4881,4244,4182,4478,3746,4447,4471,4649,1437,4052
"ENSMUSG00000060803",4224,2995,4849,4284,1034,3927,73,399,3773,810,4152,1420,345
"ENSMUSG00000060878",1659,2382,1527,839,2411,1546,2245,2109,997,3495,4587,4462,2570
"ENSMUSG00000061132",1172,1272,981,942,2840,1094,773,3828,3900,3595,2618,4980,4818
"ENSMUSG00000061387",2896,3353,1972,4485,4852,371,4305,3450,2214,772,4717,3607,468
"ENSMUSG00000061451",4776,4994,959,2603,1602,806,2514,4986,2172,2617,594,1652,4621
"ENSMUSG00000061637",3395,1348,4009,1808,2116,4409,3113,3200,1124,4588,1700,184,3752
"ENSMUSG00000061742",1659,4698,1060,3235,4335,4788,1567,4104,293,2112,1411,1206,2127
"ENSMUSG00000062083",1656,4250,2991,2381,4842,3491,1888,1676,3304,1209,2375,2560,4829
"ENSMUSG00000062199",4657,1982,241,803,2070,4042,1840,2767,4841,4595,3114,3593,2184
"ENSMUSG00000062314",4460,1573,2996,3443,1160,2630,2861,1165,4642,490,1229,1374,627
"ENSMUSG00000062376",1333,748,165,1944,331,4945,3223,4404,2586,2222,3257,3461,3598
"ENSMUSG00000062432",546,3581,1728,1955,144,2213,3333,2654,2493,2743,4979,1099,3762
"ENSMUSG00000062456",2966,2387,3970,4287,3130,2375,4842,2747,1925,3383,1576,2926,4772
"ENSMUSG00000062488",173,4967,779,4063,2791,1138,4845,1376,713,2469,1489,4525,2634
"ENSMUSG00000062624",236,1579,2015,1543,1222,2029,1939,4557,1794,2165,1311,2701,593
"ENSMUSG00000062844",4652,3954,1678,163,3964,2832,4312,3846,2480,2321,3185,834,1547
"ENSMUSG00000062892",2271,1827,2765,3789,3139,3423,691,3730,2304,3571,932,3898,1978
"ENSMUSG00000063434",3103,106,3892,2383,3931,4866,3256,2255,3383,1612,3560,751,574
"ENSMUSG00000063586",3563,2303,3871,2052,3066,947,259,2653,4338,1030,405,1651,4341
"ENSMUSG00000063590",4835,1098,1199,1799,1786,1015,4559,4418,3545,2170,1053,4902,1676
"ENSMUSG00000063683",2434,3645,2560,2062,4758,2332,4481,1757,2749,3604,4800,1654,1031
"ENSMUSG00000063698",3575,3091,1255,3999,2336,74,2321,727,2991,1976,1142,3102,4325
"ENSMUSG00000063754",696,456,3790,2838,1261,3549,2134,4754,1134,3096,1931,93,4304
"ENSMUSG00000063777",4486,277,4865,635,564,2633,3676,1172,4625,424,3640,1259,465
"ENSMUSG00000063796",1766,3488,1533,1887,3358,490,4369,1726,1743,50,4268,237,445
"ENSMUSG00000063904",1541,2400,338,4970,1884,3917,2586,4311,2727,2478,3008,439,3391
"ENSMUSG00000064032",1455,4774,922,3900,2336,1145,2788,1873,592,4189,2031,3324,11
"ENSMUSG00000064105",1685,2930,2747,1953,3877,3557,4145,1572,1124,4012,1270,137,4137
"ENSMUSG00000064202",4164,1402,1127,4734,4029,546,2161,4089,4368,3602,4940,4337,80
"ENSMUSG00000064400",3721,3881,3026,4706,1805,3126,3733,3030,3166,1328,4115,3242,1579
"ENSMUSG00000064646",4877,123,4510,3657,4056,405,667,3989,2000,475,3392,3392,4978
"ENSMUSG00000064721",627,2531,4181,1460,225,3834,336,1110,1484,2536,4119,3128,4940
"ENSMUSG00000064783",1488,4045,1382,4324,2487,1236,1125,4251,4194,4051,1860,3694,4134
"ENSMUSG00000064843",1533,549,2707,3990,863,4152,1210,2912,3182,1256,2842,3345,1002
"ENSMUSG00000064941",2354,2933,3484,429,1530,3954,2572,570,2467,477,1896,1528,947
"ENSMUSG00000065087",907,675,206,707,3909,4168,4823,573,1468,1639,3819,3184,920
"ENSMUSG00000065143",4844,2844,1306,807,4635,1780,1748,1118,2332,3046,1837,2587,4679
"ENSMUSG00000065159",4997,3814,917,2035,2949,1667,4088,1626,2208,4061,3914,4091,1458
"ENSMUSG00000065204",192,2413,3423,2634,148,751,4034,2570,515,3106,4651,2919,2648
"ENSMUSG00000065280",1123,113,4672,1138,24,919,1151,3493,3640,2162,1475,1945,623
"ENSMUSG00000065281",3070,3223,1966,3378,302,4689,1267,3171,3397,30,1247,720,98
"ENSMUSG00000065305",1137,4761,1761,2855,2973,4854,3905,3634,2166,4143,2558,2637,2709
"ENSMUSG00000065378",2072,3815,3316,3481,3369,773,1824,3084,2673,4448,3826,4113,4457
"ENSMUSG00000065380",2656,2440,4012,215,4630,3441,4669,3570,3250,3859,4383,4199,1001
"ENSMUSG00000065392",3656,2500,549,4573,3074,3164,2173,1981,325,2357,167,1007,929
"ENSMUSG00000065507",4886,2874,4880,4589,2236,4290,2377,4857,902,4384,2127,3745,1024
"ENSMUSG00000065523",4421,3361,1350,1758,4729,2933,4480,3915,152,1989,1310,3597,3221
"ENSMUSG00000065556",1129,4983,156,1475,2062,3736,4690,2627,2200,2895,499,2706,1367
"ENSMUSG00000065582",1834,4473,1422,4888,1127,2383,1446,970,3938,4560,2350,1629,849
"ENSMUSG00000065594",645,3877,2308,656,3908,457,4188,1064,3885,2215,586,2144,3797
"ENSMUSG00000065634",638,2350,1803,4146,2373,1192,1677,804,1754,4565,4895,3820,4399
"ENSMUSG00000065782",4580,77,2174,2241,4577,1288,2136,16,3406,1784,3003,144,4452
"ENSMUSG00000065892",1977,1413,1980,2796,553,2721,246,1953,2957,3054,1051,4765,1264
"ENSMUSG00000067038",1582,463,1738,3814,197,964,2669,4560,156,87,4523,436,859
"ENSMUSG00000067063",960,4027,3091,1901,2586,812,2184,121,4405,3719,1961,3410,4891
"ENSMUSG00000067085",4220,4456,1297,469,3748,2532,786,4376,4761,4051,2819,2160,665
"ENSMUSG00000067199",1420,330,451,3223,4866,2086,1946,2435,3981,3753,3145,4721,4207
"ENSMUSG00000067225",1348,2149,3026,1674,117,4817,4365,2137,4224,1882,2640,1452,4016
"ENSMUSG00000067229",4703,1027,3244,1407,4538,3922,787,4288,1351,604,208,145,2430
"ENSMUSG00000067231",4899,1501,1883,1072,11,167,3118,2635,2674,3737,804,1121,2032
"ENSMUSG00000067242",776,1310,3974,939,116,1833,735,3075,2032,2639,2046,303,4752
"ENSMUSG00000067279",2546,4801,472,2497,895,4821,1926,4894,3213,800,3680,2268,4022
"ENSMUSG00000067297",2830,2867,2635,4507,3038,1915,3238,834,1555,4283,2309,773,1575
"ENSMUSG00000067351",1443,3170,4475,1356,2824,2888,777,2064,230,3331,4762,3384,697
"ENSMUSG00000067482",4876,1743,2726,3480,4422,3346,4675,724,3507,3160,85,4990,438
"ENSMUSG00000067513",4957,1443,507,1327,4374,2004,4200,3863,504,4150,1209,4110,627
"ENSMUSG00000067519",8,3691,3368,2305,4056,2535,3464,2166,3981,3631,434,3820,4992
"ENSMUSG00000067522",171,4764,3793,4259,3354,2774,1279,1503,2810,388,945,4211,674
"ENSMUSG00000067524",4666,248,1448,2491,2159,2992,3190,3973,975,4225,2334,4091,3955
"ENSMUSG00000067525",3950,2545,3632,2156,3699,3133,2313,1936,4730,2093,4225,1436,1898
"ENSMUSG00000067526",560,488,1586,4911,4665,828,2641,4808,80,3363,39,4224,2942
"ENSMUSG00000067528",3920,4557,2881,3503,2348,1304,2281,4348,3810,314,3717,4675,3082
"ENSMUSG00000067529",1301,941,278,1308,781,4270,4033,608,65,3423,1811,2482,3773
"ENSMUSG00000067545",3397,2289,4734,2585,2262,492,301,1323,2827,3952,1875,3232,3138
"ENSMUSG00000067555",3531,1307,3720,517,3918,2038,2627,443,278,4447,4810,4094,1216
"ENSMUSG00000067571",4258,3244,4972,3070,2698,913,184,2046,3470,368,622,1863,506
"ENSMUSG00000067577",4988,3120,2595,780,1427,1628,4694,3935,3957,4127,1766,3227,2717
"ENSMUSG00000067608",4580,3770,1542,285,3947,2479,63,2366,971,2954,2794,2947,3007
"ENSMUSG00000067656",4645,3852,4049,4091,3665,3526,1967,1913,2986,839,3568,3983,4690
"ENSMUSG00000067872",2737,2676,3241,1589,3910,2089,4993,4397,3412,2369,1142,1875,2019
"ENSMUSG00000067889",1223,1755,2130,4425,2252,2666,4191,2785,2281,1243,2437,2099,454
"ENSMUSG00000068466",2805,3200,3315,1835,4801,2207,2659,1506,2029,484,1203,4113,2835
"ENSMUSG00000069475",3745,2569,3877,3918,546,4421,240,789,3873,312,2782,2359,176
"ENSMUSG00000069554",2444,3200,2516,2032,4386,4882,1786,3773,3775,4574,3149,1764,3760
"ENSMUSG00000069833",1366,643,4571,1801,1710,1597,4203,1707,3485,2420,1760,3166,3734
"ENSMUSG00000070127",5,3417,323,2196,1678,3755,4415,88,3292,1878,1802,3434,1097
"ENSMUSG00000070167",475,316,853,3338,2469,4783,3559,469,4659,4953,1527,4828,1353
"ENSMUSG00000070263",3875,3663,1290,2591,4139,4069,4693,1823,1699,4001,1961,2207,88
"ENSMUSG00000071497",2707,2791,3744,693,2235,3514,1335,3278,4332,4145,4965,2276,2003
"ENSMUSG00000071528",2174,4104,2370,1892,1085,422,4570,1047,1449,1762,1386,1661,2380
"ENSMUSG00000071573",900,2088,2466,1205,4502,2924,137,389,1595,4693,2178,3108,4563
"ENSMUSG00000071604",1878,4604,2654,2997,4193,1475,2993,2125,4799,354,1227,3591,230
"ENSMUSG00000071629",3199,3013,4371,1289,1968,804,4602,2850,558,2200,282,1311,3698
"ENSMUSG00000071633",2372,861,4478,2205,3394,3168,3374,4288,2585,4134,1117,984,2269
"ENSMUSG00000071640",708,998,1643,995,3768,3182,2981,4983,1139,1874,3302,2124,951
"ENSMUSG00000071644",3644,1660,3739,369,469,50,1478,4522,1122,3712,1088,4695,457
"ENSMUSG00000071645",4243,271,4688,4389,214,1636,1337,3312,3044,138,1951,3366,601
"ENSMUSG00000071646",777,630,1047,3669,2567,4614,2167,3326,2526,1021,3987,1682,2590
"ENSMUSG00000071647",3837,4788,3426,4801,2050,2739,2207,37,1260,4556,3523,4280,4739
"ENSMUSG00000071648",4201,2829,546,2161,102,4731,3409,223,2635,668,2102,245,1932
"ENSMUSG00000071649",886,2978,1428,1321,3652,4128,359,1904,922,4391,3356,881,1191
"ENSMUSG00000071650",2679,1345,3656,2474,3458,4713,3761,4692,630,2719,3413,3778,618
"ENSMUSG00000071652",1689,236,2377,1855,1203,4208,77,584,1674,4286,4790,3145,1455
"ENSMUSG00000071653",3199,4105,4310,2577,4161,3420,1245,4631,2739,3558,2349,2453,4850
"ENSMUSG00000071654",4588,4191,3108,1060,3870,2617,2337,3967,476,4918,493,3776,790
"ENSMUSG00000071655",1110,21,76,2032,425,4893,2665,388,2174,1211,4022,1762,2001
"ENSMUSG00000071656",4175,4115,4194,371,4376,2891,2142,155,1587,829,3272,3117,4058
"ENSMUSG00000071657",1170,2338,804,3000,1071,1296,498,1671,3857,4781,1741,773,674
"ENSMUSG00000071658",1827,1097,3828,2592,2687,668,1696,948,4752,3115,853,4915,1053
"ENSMUSG00000071659",1867,2742,1894,3665,1592,4802,3544,3022,1889,4364,4336,2649,3797
"ENSMUSG00000071660",850,831,2205,3924,887,440,4752,3732,4671,4531,4861,1612,3199
"ENSMUSG00000071661",4349,3225,260,2716,4441,4926,2661,2040,4972,1580,3186,1120,1756
"ENSMUSG00000071662",601,2613,2195,4739,563,3579,2825,2485,1720,556,1255,2139,4213
"ENSMUSG00000071691",2477,2644,3078,1446,1523,4980,1334,384,180,4805,655,597,4998
"ENSMUSG00000072437",4652,2022,547,3930,2595,4825,4751,636,4452,2034,3003,2520,4253
"ENSMUSG00000074733",2555,2971,4852,4049,267,2892,3230,2873,1008,335,3360,501,2293
"ENSMUSG00000074746",3137,794,2850,4391,4281,3224,2618,4061,2610,1293,2607,869,4862
"ENSMUSG00000074811",4104,3670,780,4035,2859,3507,291,3148,1367,368,2209,369,4814
"ENSMUSG00000074818",4254,826,796,1204,1576,3937,955,939,3257,2142,3178,2403,2619
"ENSMUSG00000074852",2584,3588,441,2412,1956,4867,792,1548,2128,3405,3026,370,1015
"ENSMUSG00000074882",4101,669,3749,2528,1436,2210,1711,1588,3142,4796,1041,1559,541
"ENSMUSG00000074896",284,1629,2748,2595,1323,4374,4775,1183,4290,4107,66,3907,3364
"ENSMUSG00000074909",3603,3701,2266,3297,1715,4078,2064,1511,2109,3065,3771,4538,2676
"ENSMUSG00000074913",515,3602,1344,2632,4152,1509,726,675,50,951,1047,3642,402
"ENSMUSG00000074922",2288,1105,3862,2779,4424,10,1585,2788,23,2074,2973,532,4301
"ENSMUSG00000074925",4350,4394,117,190,2087,1784,117,3063,3888,2835,796,3024,3612
"ENSMUSG00000075010",4544,48,3308,4857,2024,3930,577,1731,2236,2228,3992,4026,1775
"ENSMUSG00000075044",3095,3848,4064,4433,417,4159,1745,2557,2605,4123,4011,4762,3436
"ENSMUSG00000075227",1919,3236,130,2956,4935,523,666,3530,3910,4728,4828,4054,4906
"ENSMUSG00000075268",330,794,2588,2217,4163,4801,4465,4056,3024,4761,4394,2504,710
"ENSMUSG00000075289",3069,927,4760,2805,753,3122,4240,311,3673,2432,4547,1864,4725
"ENSMUSG00000075296",4688,1242,3820,4570,2692,24,455,2346,590,3911,604,2808,3328
"ENSMUSG00000075908",1481,3048,4973,2468,120,1077,1251,3343,808,1182,3116,3683,2289
"ENSMUSG00000077205",2257,563,882,2675,1387,4267,4978,3764,2759,4447,731,1937,3335
"ENSMUSG00000077223",2260,488,2194,1484,4249,4964,488,1064,1554,397,774,342,4555
"ENSMUSG00000077227",1534,4794,3795,2799,1175,4123,2299,1542,2148,4990,2494,1894,3296
"ENSMUSG00000077291",90,719,557,1504,2870,3572,2285,557,1084,965,3975,2904,3637
"ENSMUSG00000077391",2843,2789,2230,2430,203,1105,428,2196,3187,165,3004,4858,4227
"ENSMUSG00000077768",1435,2913,3876,708,3977,3625,3983,4803,524,3304,3323,1361,1715
"ENSMUSG00000078528",3468,2094,4221,3017,311,2874,3932,4716,676,2191,617,4763,3833
"ENSMUSG00000079258",2391,1035,3663,4236,2287,4565,2679,2991,2917,4167,286,3626,3567
"ENSMUSG00000079339",3459,559,1537,3438,1881,4429,3298,4385,4655,1125,1237,4907,1569
"ENSMUSG00000079342",1293,3284,2891,3221,3140,3395,1346,2394,4129,4389,3309,769,3022
"ENSMUSG00000079344",4521,1447,2021,1985,3583,3636,1522,2309,1600,2306,2513,2974,2233
"ENSMUSG00000079382",3758,3272,2646,63,2336,1895,1132,3264,1815,4364,3789,1860,4622
"ENSMUSG00000079415",4853,184,4865,493,2276,507,2492,474,1920,2716,324,4120,686
"ENSMUSG00000079419",1732,3287,3533,0,1222,1323,4083,3443,2942,1119,3592,1929,783
"ENSMUSG00000079467",2406,1233,355,2290,14,1107,4064,356,3838,4792,3181,1897,2231
"ENSMUSG00000079478",2710,1220,1104,1253,1318,2394,3484,1531,162,2444,3351,4932,4527
"ENSMUSG00000080268",4934,1771,3253,2351,1310,1775,46,4613,3518,2385,2285,3716,3863
"ENSMUSG00000080626",2007,2909,3654,22,2672,1043,2769,768,3020,3694,4772,853,3871
"ENSMUSG00000080783",3636,625,4036,3617,1204,271,1638,17,1596,1855,1813,1895,1210
"ENSMUSG00000080885",1605,565,2802,836,2769,467,1039,1694,863,2965,3546,1328,1904
"ENSMUSG00000081596",4868,3796,847,3132,3135,4907,488,3452,2670,984,2689,1358,2242
"ENSMUSG00000082107",3735,1915,636,4281,147,664,908,2159,1820,3619,1587,1785,1506
"ENSMUSG00000082848",3943,2934,3374,4224,4354,510,1681,23,4234,2795,2423,3678,3489
"ENSMUSG00000083036",1740,4086,3931,213,1642,4465,715,1104,1273,1570,3007,2501,2674
"ENSMUSG00000083160",4796,1573,2383,2462,2498,3571,1084,4102,767,3120,2384,2063,1605
"ENSMUSG00000083282",1244,3082,874,3226,4581,2396,3054,3982,4230,4496,2983,1635,4740
"ENSMUSG00000083458",3511,4506,1535,80,4761,2135,1523,3407,4122,2281,1415,4821,364
"ENSMUSG00000084221",11,2709,3252,2393,4067,2016,1045,4263,3787,1894,4892,2415,2931
"ENSMUSG00000084589",3885,4665,521,4635,2828,3236,669,1482,107,2127,1452,3272,3262
"ENSMUSG00000084825",2959,1447,4410,2227,613,4729,110,2886,2782,2974,1119,636,45
"ENSMUSG00000084836",128,1201,1242,1869,213,3989,4868,3471,3769,175,2400,43,808
"ENSMUSG00000084876",3446,4902,3345,4048,2009,1180,3845,3690,1690,4930,1481,1023,1284
"ENSMUSG00000084957",169,3843,4829,4816,2935,1510,2064,834,4397,4799,4531,4165,4655
"ENSMUSG00000084981",3003,10,1706,4157,3730,4714,2488,624,1312,171,2908,4141,1073
"ENSMUSG00000085003",490,4498,3218,2209,996,2089,3183,4926,1770,4429,4761,4595,4835
"ENSMUSG00000085196",687,1705,2283,4068,3497,1278,3890,2001,4327,3975,2123,4744,688
"ENSMUSG00000085285",2078,3557,261,4685,322,3726,1438,1219,2355,4868,1590,4981,318
"ENSMUSG00000085924",1896,2649,221,2705,4467,3853,603,2548,4570,2727,311,3962,1078
"ENSMUSG00000085934",4771,989,1272,4348,3757,4244,4521,694,795,4471,1529,4335,1197
"ENSMUSG00000086107",1859,593,3055,2121,966,3795,1455,4370,3289,1456,716,3138,3922
"ENSMUSG00000086121",4404,4729,3491,1151,195,3274,1472,1783,4455,3333,4281,4895,2700
"ENSMUSG00000086174",1910,3619,3907,2135,218,2308,1429,2589,3915,3711,491,1002,369
"ENSMUSG00000086213",3965,3560,3531,266,1956,4927,1465,3419,4196,3349,3425,3873,3600
"ENSMUSG00000086812",1526,1479,2760,3583,4311,4167,2755,4201,1332,2144,4472,1803,1997
"ENSMUSG00000086816",523,1145,1692,4043,616,101,3832,676,1577,1355,3946,1786,4547
"ENSMUSG00000086875",155,3839,740,1520,1317,2565,1955,1220,130,1870,4896,66,1094
"ENSMUSG00000086938",3137,3458,4493,3242,3351,3692,4275,724,3169,4916,1926,2207,4727
"ENSMUSG00000087002",4119,4128,3990,2736,3769,15,4930,29,4111,1160,1231,4863,2910
"ENSMUSG00000087095",3047,2834,335,2481,3911,2240,3696,4451,2466,4443,1567,1516,2209
"ENSMUSG00000087112",3455,1232,3300,2185,870,4094,4267,3677,3719,362,4186,933,685
"ENSMUSG00000087132",4050,2923,202,2277,1696,524,4926,738,2932,431,4539,683,1443
"ENSMUSG00000087303",3777,1963,3724,2479,2997,3289,2234,3109,2097,3374,2639,4357,629
"ENSMUSG00000087367",3077,2433,2409,161,2268,200,4334,4498,4566,3502,1276,2742,4227
"ENSMUSG00000087579",3613,3166,1967,1310,1158,3760,1481,132,2456,4448,170,3829,1295
"ENSMUSG00000087937",3067,154,732,70,2691,587,674,2106,3728,1498,4700,3329,902
"ENSMUSG00000088027",2614,2048,4461,3230,1131,4982,4662,640,4159,114,789,3896,2542
"ENSMUSG00000088212",2178,24,4271,2707,3114,2670,2558,3851,4879,4166,1707,2592,1391
"ENSMUSG00000088266",2838,125,4960,3137,4188,3521,3801,2519,5000,1792,1011,165,471
"ENSMUSG00000088310",561,3235,83,733,2844,3723,2744,2207,612,1229,3285,830,4626
"ENSMUSG00000088370",3618,3583,1363,4196,1651,1189,371,2056,286,3155,3419,1464,671
"ENSMUSG00000088490",1906,295,1264,4305,459,3181,3873,1153,4666,556,4635,1549,1252
"ENSMUSG00000088525",3412,251,3177,977,1416,3088,3467,4973,1878,4705,459,1421,266
"ENSMUSG00000088558",4004,1598,4706,4572,405,1670,877,352,3728,1035,1399,4089,3594
"ENSMUSG00000088894",3044,3436,3785,4103,3008,1391,4045,1907,757,1232,939,3407,106
"ENSMUSG00000088907",1410,4754,2346,701,3796,838,1771,3153,4340,4520,3586,524,542
"ENSMUSG00000089087",1006,4034,4766,4495,931,3291,1732,685,1044,4696,175,4063,3597
"ENSMUSG00000089102",1991,1120,3014,3221,3811,1682,751,1960,3184,2261,3137,2303,4988
"ENSMUSG00000089143",2573,469,3368,1607,1049,1850,2274,941,4719,1690,3034,2209,4228
"ENSMUSG00000089151",2913,3674,1060,3584,691,37,4810,3205,1584,3104,3880,2252,1367
"ENSMUSG00000089625",3901,1579,511,3654,1375,4139,388,1091,4683,2661,1526,1540,2161
"ENSMUSG00000089679",1790,3740,2976,911,4301,1217,1201,1913,2744,478,1849,3782,527
"ENSMUSG00000089766",2569,1724,3543,4227,1940,2258,1655,4424,860,2086,102,3121,3849
"ENSMUSG00000089807",3765,1986,4605,2274,1114,3794,3478,1904,4105,1953,733,995,4602
"ENSMUSG00000089952",245,1279,661,2948,2858,2610,899,4639,3124,2567,346,3101,4693
"ENSMUSG00000089993",3450,3102,1177,1981,2026,805,1599,4818,1372,1763,467,2049,2797
"ENSMUSG00000090041",1168,3530,4015,3330,2649,1986,1725,4207,387,2990,4877,3014,1133
"ENSMUSG00000090117",442,4944,2264,173,2342,2480,1949,2693,2426,1016,2449,907,1900
"ENSMUSG00000090147",2596,1490,2558,2769,1025,2376,4778,4592,4000,4490,1260,3153,501
"ENSMUSG00000090235",1257,3173,3764,314,1803,3622,4161,350,1636,1772,3969,3502,2531
"ENSMUSG00000090291",2587,2145,4785,632,853,4690,4660,4260,1173,4029,3962,4883,3907
"ENSMUSG00000090369",3087,3372,2404,2415,3023,1535,2244,1752,27,2082,118,3686,1690
"ENSMUSG00000090737",3503,2239,4462,2900,2214,1127,1549,4080,2648,358,3850,3503,435
"ENSMUSG00000090840",543,1937,3877,1798,4293,3109,3521,1803,4088,458,3424,1988,3444
"ENSMUSG00000090965",2646,2513,2488,307,4356,1069,4585,353,4897,118,2099,2930,1962
"ENSMUSG00000090990",2837,3777,1569,4276,2498,1773,4359,3587,1367,2178,1195,2319,4483
"ENSMUSG00000091014",766,2224,2158,4383,349,3250,1303,3740,597,152,3526,1687,18
"ENSMUSG00000091230",2946,180,3945,1040,843,771,780,313,2568,3293,499,3083,3944
"ENSMUSG00000091378",2151,2217,1060,4845,499,2767,3186,4645,2317,1871,3758,329,4275
"ENSMUSG00000091410",3936,2093,3759,4641,2581,751,173,284,3818,2652,4452,2209,798
"ENSMUSG00000091471",1369,4419,2415,232,3055,914,730,2668,4615,2039,3405,406,4802
"ENSMUSG00000091558",417,2805,2072,1957,2889,857,2476,2291,3668,3676,366,713,856
"ENSMUSG00000092008",384,580,3845,4266,1731,1354,3340,484,2463,4998,1338,1040,1562
"ENSMUSG00000092182",3332,3809,2412,4703,3052,2462,2054,2529,2717,1503,497,789,4991
"ENSMUSG00000092250",4559,1476,1752,4215,4867,4356,4498,466,4377,1650,1230,1931,4116
"ENSMUSG00000092274",598,1429,4246,329,3472,4349,2852,207,30,3645,3497,2313,2789
"ENSMUSG00000092341",1314,594,4574,3808,226,3137,2922,3861,42,2946,3182,1573,1358
"ENSMUSG00000092346",1542,2866,3487,1455,2837,4125,1374,339,1695,126,2659,2818,146
"ENSMUSG00000092369",4229,3629,4859,1274,1144,175,1932,4173,4234,2262,3292,1621,2160
