task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
229	9d/b1d12c	125375	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep3)	CACHED	0	2022-09-15 02:35:26.291	5s	1s	43.9%	23.9 MB	2.1 GB	8.9 MB	2 KB
222	27/487425	137524	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_uG_Rep2)	CACHED	0	2022-09-15 02:35:42.978	4.4s	2s	55.2%	22.2 MB	2.1 GB	8.9 MB	2 KB
187	59/9f205c	129851	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep1)	CACHED	0	2022-09-15 02:35:32.473	6.1s	2s	38.2%	26.7 MB	2.1 GB	8.9 MB	2 KB
243	32/326613	119615	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep2)	CACHED	0	2022-09-15 02:35:18.601	13s	9s	43.0%	87 MB	2.1 GB	19.9 MB	2.9 KB
246	9f/fa7e62	104283	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_uG_Rep1)	CACHED	0	2022-09-15 02:34:59.796	5s	2s	67.3%	115.6 MB	4.2 GB	15.9 MB	26.7 KB
253	4c/9793b7	108005	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep3)	CACHED	0	2022-09-15 02:35:03.599	5.8s	3s	37.8%	28.5 MB	2.1 GB	8.9 MB	2 KB
257	65/a51682	107898	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep3)	CACHED	0	2022-09-15 02:35:03.479	7.6s	4s	35.9%	64.6 MB	2.1 GB	15.9 MB	28.3 KB
239	1c/b6e7f3	143043	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_1G_Rep3)	CACHED	0	2022-09-15 02:35:49.887	5.5s	2s	45.1%	38.1 MB	2.1 GB	8.9 MB	2 KB
262	6f/c7825c	149610	STRANDEDNESS:ASSESS_STRANDEDNESS	CACHED	0	2022-09-15 02:35:58.678	2.2s	465ms	49.1%	10.6 MB	16 MB	850.1 KB	1.3 KB
264	c6/206846	151380	QUANTIFY_STAR_GENES (1)	CACHED	0	2022-09-15 02:36:00.899	12.5s	9s	43.2%	138.6 MB	2.2 GB	20.1 MB	391.3 KB
270	54/a99cde	151367	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.09G_Rep3, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:00.893	12.1s	8s	20.7%	55.2 MB	241.9 MB	0	0
269	b2/60c356	184588	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep2, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:13.002	6.5s	2s	43.3%	56.3 MB	241.8 MB	0	0
274	19/4479e3	151437	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep2, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:00.981	10.5s	6s	23.3%	55.4 MB	241.9 MB	0	0
263	39/37cda1	161127	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.09G_Rep1, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:08.579	12.9s	11s	29.6%	56.4 MB	241.8 MB	0	0
272	72/99c55d	183943	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep3, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:12.910	6.4s	3s	43.2%	55.2 MB	241.8 MB	0	0
268	82/43d0e3	155033	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep3, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:04.606	9.7s	6s	26.6%	55.4 MB	241.9 MB	0	0
280	6e/f007f3	172610	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_1G_Rep3, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:10.885	9.1s	6s	31.6%	55.4 MB	241.8 MB	0	0
275	92/ce6c09	157515	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep1, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:07.049	8.4s	5s	33.1%	55.4 MB	241.9 MB	0	0
279	ee/aaef8b	167173	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep1, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:09.770	8.7s	5s	30.0%	56 MB	241.9 MB	0	0
260	5d/e99b6f	149616	STRANDEDNESS:INFER_EXPERIMENT_MULTIQC (1)	CACHED	0	2022-09-15 02:35:58.685	11.1s	9s	43.0%	87 MB	2.2 GB	31.5 MB	2.4 MB
261	16/1e45da	151055	STRANDEDNESS:INNER_DISTANCE_MULTIQC (1)	CACHED	0	2022-09-15 02:36:00.297	12s	9.7s	43.3%	95.2 MB	2.2 GB	32.4 MB	3.7 MB
283	c6/a76d1c	151357	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep2, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:00.888	12.7s	8s	21.4%	55.4 MB	241.8 MB	0	0
282	9a/cab953	151356	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep4, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:00.884	15.3s	11s	20.5%	55.7 MB	241.9 MB	0	0
284	ed/c7c7b6	179465	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_uG_Rep1, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:12.276	8.9s	5s	36.1%	55.3 MB	241.8 MB	0	0
258	6b/c4f821	187194	STRANDEDNESS:GENEBODY_COVERAGE_MULTIQC (1)	CACHED	0	2022-09-15 02:36:13.599	8.6s	6.2s	59.4%	91 MB	2.2 GB	32.5 MB	3.7 MB
271	35/e417f7	178753	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep1, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:12.159	8.5s	6s	34.8%	55.4 MB	241.9 MB	0	0
265	9a/1a140a	151390	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_uG_Rep3, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:00.903	10s	6s	24.2%	55.4 MB	241.8 MB	0	0
277	9c/78c5d4	151423	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_1G_Rep2, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:00.977	11.1s	7s	22.6%	55.1 MB	241.8 MB	0	0
259	d7/559f39	186402	STRANDEDNESS:READ_DISTRIBUTION_MULTIQC (1)	CACHED	0	2022-09-15 02:36:13.409	8.5s	6.1s	59.4%	86.9 MB	2.2 GB	33.3 MB	2.5 MB
276	ef/298601	175525	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_1G_Rep1, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:11.478	7.4s	4s	37.7%	55.6 MB	241.8 MB	0	0
267	64/79d5b3	179845	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_uG_Rep2, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:12.364	6.9s	3s	39.8%	55.3 MB	241.9 MB	0	0
266	63/b74693	151355	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.09G_Rep2, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:00.879	14.4s	11s	19.5%	55.4 MB	241.8 MB	0	0
278	f2/77deb6	156054	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep3, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:05.471	15.9s	12s	25.4%	55.3 MB	241.9 MB	0	0
273	ff/95c70a	153984	COUNT_ALIGNED (Sample: Atha_Ler-0_sl_FLT_uG_Rep4, strandedness: unstranded )	CACHED	0	2022-09-15 02:36:03.768	9.1s	6s	25.1%	55.5 MB	241.8 MB	0	0
287	b4/9a1426	221107	QUANTIFY_RSEM_GENES (1)	CACHED	0	2022-09-15 02:36:21.457	3.8s	3s	95.8%	162.2 MB	2.2 GB	26.1 MB	380.2 KB
286	a1/c87db3	221228	COUNT_MULTIQC (1)	CACHED	0	2022-09-15 02:36:21.526	13.9s	12.7s	90.3%	84.4 MB	2.2 GB	1.4 GB	2.7 MB
289	d7/0df9cf	221570	ALL_MULTIQC (1)	CACHED	0	2022-09-15 02:36:21.785	26.2s	23.9s	89.6%	121.6 MB	2.2 GB	4.7 GB	17.7 MB
290	b2/807f9f	231976	VV_RSEM_COUNTS (1)	COMPLETED	0	2022-09-15 02:40:14.263	1.1s	4ms	100.0%	0	0	69.6 KB	1.3 KB
171	57/33d591	231853	VV_RAW_READS (1)	COMPLETED	0	2022-09-15 02:40:14.098	1.5s	4ms	106.7%	0	0	69.9 KB	1.3 KB
173	27/6aa62a	231840	VV_TRIMMED_READS (1)	COMPLETED	0	2022-09-15 02:40:14.071	1.8s	5ms	168.4%	0	0	69.9 KB	1.3 KB
288	25/bff040	225626	DGE_BY_DESEQ2 (1)	CACHED	0	2022-09-15 02:36:27.567	2m 56s	2m 55s	100.5%	3.1 GB	1 TB	146.4 MB	106.9 MB
281	2f/52f70c	231888	VV_STAR_ALIGNMENTS (1)	COMPLETED	0	2022-09-15 02:40:14.174	2.8s	563ms	92.9%	11.7 MB	17.7 MB	8.6 MB	39 KB
291	0b/25bba2	235355	VV_DESEQ2_ANALYSIS (1)	COMPLETED	0	2022-09-15 02:40:16.854	873ms	7ms	76.2%	0	0	87.8 KB	1.4 KB
292	2a/8571a6	235345	SOFTWARE_VERSIONS (GLDS-251)	COMPLETED	0	2022-09-15 02:40:16.845	1.4s	618ms	96.3%	13 MB	18.3 MB	8.8 MB	9.9 KB
285	c9/9a6272	231934	VV_RSEQC (1)	COMPLETED	0	2022-09-15 02:40:14.199	6s	4s	93.6%	59.7 MB	718 MB	59.8 MB	31.9 KB
