"","Mmus_C57-6J_LVR_GC_I_Rep1_M31","Mmus_C57-6J_LVR_GC_I_Rep2_M32","Mmus_C57-6J_LVR_FLT_I_Rep1_M21","Mmus_C57-6J_LVR_FLT_I_Rep2_M22","Mmus_C57-6J_LVR_GC_C_Rep1_M36","Mmus_C57-6J_LVR_GC_C_Rep2_M37","Mmus_C57-6J_LVR_GC_C_Rep3_M38","Mmus_C57-6J_LVR_GC_C_Rep4_M39","Mmus_C57-6J_LVR_GC_C_Rep5_M40","Mmus_C57-6J_LVR_FLT_C_Rep1_M25","Mmus_C57-6J_LVR_FLT_C_Rep2_M26","Mmus_C57-6J_LVR_FLT_C_Rep3_M27","Mmus_C57-6J_LVR_FLT_C_Rep4_M28","Mmus_C57-6J_LVR_FLT_C_Rep5_M30"
"ENSMUSG00000050815",3846,2743,169,173,2929,2562,4684,3451,4607,3958,665,310,3754,1586
"ENSMUSG00000050865",2837,396,2971,2026,4701,4349,2552,3898,3316,4614,2454,1688,813,3713
"ENSMUSG00000050957",3536,3165,2249,3924,4739,4179,607,2731,1194,3167,2530,3451,1194,2691
"ENSMUSG00000051133",2059,3027,4759,2885,4828,524,4040,4491,182,3741,110,3128,3423,4597
"ENSMUSG00000051156",2168,2346,483,3668,4798,2038,2015,353,4019,1116,2834,667,3925,70
"ENSMUSG00000051255",158,2145,1740,40,26,2693,1780,2339,1427,3618,2833,1437,1994,439
"ENSMUSG00000051490",2406,9,4927,3929,3920,3298,594,828,1317,4986,2865,1729,3519,1309
"ENSMUSG00000051548",2641,3252,3774,3032,405,2374,3086,4474,4821,523,571,2918,1929,4043
"ENSMUSG00000051984",4533,2405,2059,479,3502,2491,1885,4048,2272,1427,1470,3707,2752,4345
"ENSMUSG00000052085",1399,3598,1055,4891,3082,3777,179,1706,2767,1561,3051,2159,4790,3453
"ENSMUSG00000052188",1190,2397,614,1314,1272,1704,3139,2353,4531,3110,1071,1050,1175,3800
"ENSMUSG00000052387",4630,2156,4391,1256,1001,2249,3956,1612,2368,4210,378,1858,3243,484
"ENSMUSG00000052562",3118,1400,170,1127,632,1311,4442,438,4874,3920,3292,4532,631,4657
"ENSMUSG00000052595",4797,344,243,196,240,4918,4906,2634,993,1746,162,1923,890,1354
"ENSMUSG00000052920",4523,613,1453,2236,485,154,902,394,3335,3723,2975,4873,4750,4314
"ENSMUSG00000052942",4173,1677,1393,4565,1035,3437,2886,4517,4328,4594,4155,1355,3347,3536
"ENSMUSG00000053080",4283,666,2072,3239,4296,990,4829,2151,706,2752,3045,3070,2626,1139
"ENSMUSG00000053117",26,2935,2623,2256,4184,3167,2917,4503,2253,980,2292,1727,2045,4480
"ENSMUSG00000053279",3613,4168,4178,4504,1806,2618,4921,4998,4584,4863,1329,2784,3116,1557
"ENSMUSG00000053303",3837,4479,3113,1444,566,2897,1187,3200,4659,3423,1646,869,246,3866
"ENSMUSG00000053536",419,3226,646,1819,3165,3385,4445,1431,593,3451,1802,3852,2473,3380
"ENSMUSG00000053617",4373,1698,4187,4784,4053,3146,3253,4237,2875,4099,3591,1414,2583,4490
"ENSMUSG00000053799",750,374,4773,1450,4740,1739,4662,257,1456,1048,3785,2734,248,147
"ENSMUSG00000054200",832,403,4690,1316,3173,1058,3620,3224,3074,3373,1525,3347,2692,2747
"ENSMUSG00000054237",285,3138,130,230,657,874,2346,1133,1066,1527,2298,1124,1895,600
"ENSMUSG00000054523",48,2668,467,3441,43,1812,1307,3947,4991,2537,298,2254,99,2457
"ENSMUSG00000054526",4118,1703,3619,3694,2281,1434,4861,2600,3594,4643,2425,853,4052,2569
"ENSMUSG00000054611",3645,4330,4662,3337,3719,203,2929,2586,2212,821,3024,4107,4769,4140
"ENSMUSG00000054827",1912,598,3625,2213,1343,517,1360,4328,2836,832,3476,530,108,1790
"ENSMUSG00000054843",4296,4282,3031,4049,612,4620,1514,90,4723,4226,4888,186,1121,1710
"ENSMUSG00000054874",660,4319,3864,4843,3140,43,3447,2759,1234,3306,2121,3985,3449,3747
"ENSMUSG00000054999",2190,382,4987,2025,121,4868,3572,4740,3903,1778,832,4945,557,3771
"ENSMUSG00000055044",3628,2865,153,819,1846,915,3028,2349,4571,1424,4744,3116,3851,3331
"ENSMUSG00000055491",4719,3305,3563,276,3186,3235,1662,2929,4057,2638,2260,775,2737,3262
"ENSMUSG00000055523",1977,2628,2138,1744,1053,3600,3947,4141,3125,3711,243,454,4181,4298
"ENSMUSG00000055895",1592,1453,2323,940,1254,2370,4137,1491,3588,4761,3643,2458,157,2862
"ENSMUSG00000055933",1281,219,60,2285,1442,1486,3525,1154,2489,2680,177,460,3587,350
"ENSMUSG00000056078",4260,3333,4845,366,1284,1208,650,3102,1384,2570,4949,1000,1383,2975
"ENSMUSG00000056185",1693,4721,2475,3785,1395,2524,1680,576,2499,1349,4688,1653,894,1504
"ENSMUSG00000056201",2295,1242,4507,2271,4525,46,989,2643,1801,1183,4136,618,4183,2134
"ENSMUSG00000056209",1144,1545,1124,1464,4356,3689,3939,1121,4278,4882,1260,409,4563,719
"ENSMUSG00000056290",4106,959,2057,2932,3825,4924,1224,1996,3487,1816,3762,4988,1139,3858
"ENSMUSG00000056481",1050,712,4015,3619,4823,2456,3773,3117,2838,3206,4609,896,2700,3995
"ENSMUSG00000056612",700,200,974,377,700,2470,2724,3830,3230,4289,2620,47,3107,803
"ENSMUSG00000056629",711,3185,2406,2696,3853,4709,2352,3569,3707,2330,4010,241,3681,953
"ENSMUSG00000056829",4843,1568,3062,1847,3505,3852,4735,2895,2569,3253,1796,254,4256,4554
"ENSMUSG00000056858",4926,179,2500,1503,3477,3065,4554,3675,4272,2012,3960,4145,110,3310
"ENSMUSG00000056917",1978,417,4374,4278,4949,2914,2177,4809,167,3528,2301,3231,3073,4407
"ENSMUSG00000056999",3390,3322,4542,2436,4547,4936,3635,1583,2757,3334,621,42,4385,198
"ENSMUSG00000057240",4068,806,2370,720,1116,1045,3484,1497,4571,955,1453,4957,2220,4363
"ENSMUSG00000057270",2679,2071,3041,670,272,4205,754,4783,3634,2516,1102,768,2517,1171
"ENSMUSG00000057503",4150,2258,3195,2927,1501,2536,492,4860,1900,2596,4330,1463,522,3009
"ENSMUSG00000057506",2858,4399,102,2497,1088,4035,3953,3682,935,3578,4506,1289,4236,1
"ENSMUSG00000057605",4661,495,2591,2862,4988,1466,1544,4572,3723,3621,1968,3813,572,989
"ENSMUSG00000057817",3194,4814,3803,746,3318,2913,4780,4261,52,896,2146,4317,2646,2090
"ENSMUSG00000057858",2389,1128,3115,4577,3179,2366,2528,4518,3230,710,2363,278,3444,1506
"ENSMUSG00000057990",664,4680,2279,4398,3082,377,2099,1001,1303,288,4779,1359,726,439
"ENSMUSG00000058078",4547,2821,707,1487,1072,22,701,1013,4753,1159,2936,2947,424,4458
"ENSMUSG00000058216",405,4850,2877,1304,1788,61,1924,603,649,4470,1576,4556,2889,606
"ENSMUSG00000058470",4294,4690,1088,324,1866,2849,4543,1873,4377,1995,838,2585,4533,3603
"ENSMUSG00000058607",1911,1771,2307,1131,336,1229,1708,3296,1833,4510,2696,2055,1318,654
"ENSMUSG00000058624",2653,4139,3682,1622,4682,121,4759,1425,2931,421,2135,2697,110,1997
"ENSMUSG00000058816",4566,1521,1839,2990,193,3889,4814,3055,802,315,3258,4003,2432,4121
"ENSMUSG00000058927",753,2968,2743,612,4754,4224,1191,3952,4378,3689,1542,225,1950,3966
"ENSMUSG00000059105",4016,501,1255,4650,1297,3671,1688,1375,2362,1654,717,785,2433,3132
"ENSMUSG00000059326",2349,2375,2200,3321,2809,1095,2526,3680,4541,3606,3165,1284,3537,2691
"ENSMUSG00000059363",286,2145,187,4664,3560,2681,2927,2076,854,4222,817,2059,2491,1672
"ENSMUSG00000059734",3807,2737,4494,1862,3015,1050,625,1839,1579,975,4114,622,3024,122
"ENSMUSG00000060049",1846,299,2175,3384,3036,1875,3183,1781,2196,3507,4332,4549,3428,697
"ENSMUSG00000060224",234,918,2451,3219,2541,477,4284,4805,1104,2287,1526,2216,3332,2064
"ENSMUSG00000060303",4881,2729,669,144,2255,2140,1115,912,651,2153,3613,1766,4414,3083
"ENSMUSG00000060556",217,4783,1867,1971,4859,1561,972,2555,1913,803,1504,2385,1932,4980
"ENSMUSG00000060613",2894,2233,4802,1661,1880,2474,3760,4996,916,770,980,3442,1427,3046
"ENSMUSG00000060675",505,462,3327,3981,2798,2742,4490,169,2524,3547,2056,2834,4843,239
"ENSMUSG00000060803",4224,2110,3720,2832,4568,1934,3044,4320,2631,3635,2120,4384,2651,4461
"ENSMUSG00000060878",1659,2601,3435,3880,2280,612,3117,2260,2873,4758,822,1558,4584,2096
"ENSMUSG00000061132",1172,2855,2136,4293,4446,4591,3860,3235,1473,1332,468,451,64,947
"ENSMUSG00000061387",2896,411,1089,1582,75,1600,3883,94,267,3800,3017,4338,3576,1648
"ENSMUSG00000061451",4776,142,3864,896,2225,3951,4209,4617,4507,4888,4242,3734,375,4256
"ENSMUSG00000061637",3395,3626,1335,4977,2366,4715,3682,4617,617,4812,3940,185,2909,3654
"ENSMUSG00000061742",1659,4425,828,3307,4311,566,4096,3325,240,1980,2184,1138,4093,1628
"ENSMUSG00000062083",1656,2269,840,2183,549,2195,1680,825,3414,615,4480,1274,801,2816
"ENSMUSG00000062199",4657,2738,239,1770,849,4746,4978,3762,810,157,2822,4593,3290,843
"ENSMUSG00000062314",4460,1114,4729,3921,3213,3306,1097,2260,876,4246,4305,2036,1171,2717
"ENSMUSG00000062376",1333,4006,1036,1221,3656,4800,2927,3712,1347,1806,1840,4872,267,2920
"ENSMUSG00000062432",546,184,570,4949,116,4021,4238,4292,1334,3521,3665,802,3415,908
"ENSMUSG00000062456",2965,4377,501,2753,1658,745,3977,4836,2102,3310,3429,148,4873,3215
"ENSMUSG00000062488",173,2811,4510,4136,3193,64,2144,1420,403,1392,2941,674,1962,4262
"ENSMUSG00000062624",237,4370,492,2486,701,1613,306,4066,3508,2469,3344,691,1823,1266
"ENSMUSG00000062844",4652,512,4710,2546,351,1199,1955,2196,4442,1407,4344,253,674,616
"ENSMUSG00000062892",2271,2082,3751,1137,2802,1535,2135,3600,3080,4442,2044,1254,1459,4766
"ENSMUSG00000063434",3103,239,2126,2657,2907,336,1212,924,2452,2536,4837,1176,1044,3498
"ENSMUSG00000063586",3563,318,3168,349,1110,2058,4603,511,927,761,1728,42,1029,855
"ENSMUSG00000063590",4835,3662,2948,223,4745,1516,194,557,4262,1599,3039,4296,2345,4477
"ENSMUSG00000063683",2435,926,2525,4811,1370,3039,2701,1613,4748,3127,1804,194,2308,2691
"ENSMUSG00000063698",3575,615,3634,4079,3647,1721,4436,4386,2416,1238,3673,2342,873,2740
"ENSMUSG00000063754",696,2747,3786,2998,1338,2048,4008,2391,3417,2137,1120,984,3638,4974
"ENSMUSG00000063777",4486,2104,3964,4825,3387,2296,4095,1106,3103,4543,3526,1779,914,2974
"ENSMUSG00000063796",1766,19,1203,4580,3645,4537,2524,1871,1157,951,4180,2751,1191,3629
"ENSMUSG00000063904",1541,4495,2022,4809,687,1263,4259,4535,3614,1031,1247,351,259,3765
"ENSMUSG00000064032",1455,4257,706,3371,3720,4118,3769,4774,825,3144,4365,2889,2548,4052
"ENSMUSG00000064105",1685,1543,341,702,1313,4843,1781,3894,3816,3723,2221,79,4547,135
"ENSMUSG00000064202",4164,4325,3944,2335,3092,2188,3627,3401,1400,21,2800,798,671,3493
"ENSMUSG00000064400",3721,3945,3337,4687,4179,4411,3977,3451,79,754,4739,4348,3771,810
"ENSMUSG00000064646",4877,1545,2951,882,2770,4255,715,808,3758,3335,417,1209,1934,2432
"ENSMUSG00000064721",627,2659,4993,1168,2999,112,4426,558,347,1109,4420,3623,528,4521
"ENSMUSG00000064783",1488,3517,908,37,3213,3161,1308,1342,770,1906,2535,606,4376,965
"ENSMUSG00000064843",1533,2892,4504,2543,3658,2036,2810,4383,3064,735,755,1981,2421,752
"ENSMUSG00000064941",2353,4420,2154,4302,40,3467,1820,3807,1755,470,3566,2301,3600,938
"ENSMUSG00000065087",907,339,2811,1391,1199,3245,4290,1233,3733,1250,2723,1507,1359,4684
"ENSMUSG00000065143",4844,4712,3995,4925,290,3534,3319,3580,3318,1461,142,885,3862,2409
"ENSMUSG00000065159",4997,3432,303,4415,2750,3790,2849,297,246,2059,2883,2112,1489,74
"ENSMUSG00000065204",192,230,2225,3154,359,1839,888,1462,3995,1200,4957,3083,4218,321
"ENSMUSG00000065280",1123,507,754,1438,4564,607,4981,3188,4726,2703,3824,667,1289,4286
"ENSMUSG00000065281",3070,2491,2299,2367,791,3097,4821,1631,3195,1142,4558,3285,2689,3172
"ENSMUSG00000065305",1137,3086,1650,3200,4504,3131,3297,3861,3273,794,906,440,4417,125
"ENSMUSG00000065378",2072,2456,723,844,4065,2099,32,2629,3655,3486,1382,1554,1436,58
"ENSMUSG00000065380",2656,3984,392,2407,2144,2737,2932,2580,255,3442,78,2647,270,4691
"ENSMUSG00000065392",3656,2024,128,1520,207,4995,2238,3930,887,1335,1506,2996,4380,2866
"ENSMUSG00000065507",4886,3711,1904,1351,3398,4623,3978,3043,445,2716,2556,887,1764,548
"ENSMUSG00000065523",4421,1767,885,1754,3198,1794,4974,320,4468,3326,3892,760,2758,2873
"ENSMUSG00000065556",1129,2651,1754,3567,4709,3978,3485,4083,1748,3924,876,207,4314,1088
"ENSMUSG00000065582",1834,4638,3500,3320,2149,2296,3313,3810,2071,1261,4199,1529,4414,885
"ENSMUSG00000065594",645,3425,4417,1726,2061,1253,3517,2732,4434,1598,3232,4620,742,3836
"ENSMUSG00000065634",638,3649,1929,3666,3878,3113,791,4141,492,738,4589,3931,2588,2121
"ENSMUSG00000065782",4580,464,1392,4903,533,2561,4220,417,4717,3375,1707,110,3258,910
"ENSMUSG00000065892",1977,2006,1642,4673,2510,902,533,1224,1978,2425,4863,2227,2972,4534
"ENSMUSG00000067038",1582,4156,361,4895,4844,518,1399,1285,4121,4233,3367,1155,2697,1136
"ENSMUSG00000067063",960,4514,3814,1109,50,4886,3541,1284,1049,1214,4454,2660,3124,348
"ENSMUSG00000067085",4220,2551,4057,4563,1400,3669,429,2865,3098,1798,2372,1934,1996,4531
"ENSMUSG00000067199",1420,3835,1080,1709,2818,801,3641,4558,1120,14,4252,3580,2875,3733
"ENSMUSG00000067225",1348,1914,4328,4641,941,2698,416,3161,1678,3001,1335,2842,2477,3951
"ENSMUSG00000067229",4703,1742,1111,3621,1306,4613,591,3883,3466,3196,2271,3147,1839,4838
"ENSMUSG00000067231",4899,2166,2188,2665,3374,2560,780,3757,3,2752,932,26,4236,3276
"ENSMUSG00000067242",776,4163,4181,3143,4324,97,747,4753,1893,24,2924,3056,3851,854
"ENSMUSG00000067279",2546,1917,2063,3167,35,3888,1849,3542,1821,3688,4518,145,3329,4239
"ENSMUSG00000067297",2830,2937,3211,398,66,4251,523,3184,2310,1224,2689,639,2009,1363
"ENSMUSG00000067351",1443,4068,963,542,4201,2053,302,1351,807,4212,1351,2853,1391,4720
"ENSMUSG00000067482",4876,1332,1894,2507,2391,44,447,1883,2812,3052,2365,4455,2641,3212
"ENSMUSG00000067513",4957,1739,443,2069,3355,3217,2286,2049,1617,4274,4350,4289,2287,3998
"ENSMUSG00000067519",8,879,4725,4651,1689,2808,3715,4231,2628,1043,2361,307,2376,3692
"ENSMUSG00000067522",171,1579,2308,4326,3569,2628,1464,773,735,2580,665,1102,941,268
"ENSMUSG00000067524",4666,4154,1674,1185,4184,1957,2009,1450,1971,2023,83,3544,2549,2673
"ENSMUSG00000067525",3950,2134,4862,720,4393,4709,2122,40,4879,3517,4725,4160,4600,3109
"ENSMUSG00000067526",560,3874,3425,920,3166,2585,4215,921,933,2685,979,3607,2821,4570
"ENSMUSG00000067528",3920,484,155,3514,4911,2690,1198,3168,4437,4203,1249,4439,1964,3069
"ENSMUSG00000067529",1301,3193,2984,2972,3227,1838,757,2758,3060,4468,2427,3565,73,1419
"ENSMUSG00000067545",3397,3262,4748,3966,2090,3514,1654,2633,3989,2935,3814,3074,4396,3369
"ENSMUSG00000067555",3531,1441,786,4403,3191,3401,970,3489,70,99,3361,3044,1005,3685
"ENSMUSG00000067571",4258,3022,1761,1556,1647,4651,3488,2072,938,4910,3386,4935,581,2691
"ENSMUSG00000067577",4988,2941,1947,119,1096,4549,1129,91,952,3113,253,2434,4040,3996
"ENSMUSG00000067608",4580,119,4960,2242,1675,2023,364,4478,2849,4372,2461,82,1857,3723
"ENSMUSG00000067656",4645,863,3204,3018,869,531,1098,472,2516,2128,157,3132,662,1660
"ENSMUSG00000067872",2737,3815,2843,4095,1730,2881,1706,3355,529,1205,946,4422,647,553
"ENSMUSG00000067889",1223,4186,2564,503,2170,2201,1775,1932,2805,1291,1444,4145,4667,1927
"ENSMUSG00000068466",2805,1532,4902,2299,746,2979,2434,4838,1227,3839,3529,1311,888,313
"ENSMUSG00000069475",3745,338,4371,2456,602,4079,1006,3078,4384,1145,2258,914,4504,1129
"ENSMUSG00000069554",2444,3617,2159,2311,2534,2513,4132,4597,532,115,1777,4490,43,4908
"ENSMUSG00000069833",1366,4092,4149,2577,4317,630,3550,1019,1524,4590,60,937,1152,4088
"ENSMUSG00000070127",5,4981,3037,3965,1378,3406,1289,4498,3785,1398,3278,1178,1725,67
"ENSMUSG00000070167",475,4567,2560,2630,1780,1586,1697,2202,1706,4958,25,3435,4462,4463
"ENSMUSG00000070263",3875,501,302,1006,1650,2592,4480,552,1896,4582,4642,968,2002,1192
"ENSMUSG00000071497",2707,1879,1192,2275,1930,4067,1859,3540,2431,3316,1744,2723,2954,4575
"ENSMUSG00000071528",2174,341,2267,4466,2633,2572,174,1362,1167,2375,4142,2350,1502,2635
"ENSMUSG00000071573",900,2066,1367,1613,2992,3776,4081,3382,1001,4841,1459,902,1894,2983
"ENSMUSG00000071604",1878,3973,120,3066,4967,4274,2167,982,2981,870,4369,1749,3651,2127
"ENSMUSG00000071629",3199,2995,821,1651,2473,4395,445,999,2289,4923,3989,43,3618,2883
"ENSMUSG00000071633",2372,2382,3093,2388,2804,1308,829,3784,694,2678,4918,4357,3866,111
"ENSMUSG00000071640",708,1272,2871,1400,4248,3133,4778,3563,2242,1700,442,236,1721,2543
"ENSMUSG00000071644",3644,3353,291,3007,3390,1627,3151,2618,1448,1758,8,2306,3667,1567
"ENSMUSG00000071645",4243,4994,2634,4586,2590,514,811,403,4980,1016,1221,1637,952,562
"ENSMUSG00000071646",777,1348,3237,335,3910,4609,684,1960,2665,3945,4771,1495,268,4587
"ENSMUSG00000071647",3837,4698,1068,532,3548,3037,412,4014,818,2642,2420,3539,1277,722
"ENSMUSG00000071648",4201,4250,4721,1198,3595,2439,2182,393,900,2041,3848,2992,288,2728
"ENSMUSG00000071649",886,1982,1411,2747,4406,308,3474,2178,1761,833,1076,3884,4838,2104
"ENSMUSG00000071650",2679,1573,4989,4303,4807,1494,3009,4327,2570,4502,3921,546,2742,3200
"ENSMUSG00000071652",1689,748,2118,699,1096,670,1780,2495,125,3398,27,1153,2874,1393
"ENSMUSG00000071653",3199,3581,805,2913,991,164,2296,548,2764,2422,3130,3326,3186,551
"ENSMUSG00000071654",4588,2387,4302,4726,2676,283,4574,4798,4536,2263,372,3081,1589,16
"ENSMUSG00000071655",1110,4967,2314,1845,3695,3158,3968,703,3254,3032,4828,1132,3026,4753
"ENSMUSG00000071656",4175,1579,4538,167,3375,1141,4237,2230,786,3203,618,3410,3219,4995
"ENSMUSG00000071657",1170,3954,4644,359,1041,4878,4152,4710,1916,2301,2370,2839,1398,4891
"ENSMUSG00000071658",1827,1827,2565,3153,1867,1438,869,4411,1120,4290,1742,1926,1488,2659
"ENSMUSG00000071659",1867,106,4095,2173,1269,4423,457,3551,4172,1272,1688,1305,3738,670
"ENSMUSG00000071660",850,2302,4664,1182,271,2036,2706,4762,4758,3034,2744,911,804,859
"ENSMUSG00000071661",4349,1098,3447,2263,1953,2075,2704,3812,4224,235,813,2361,3783,321
"ENSMUSG00000071662",601,3645,1812,1867,563,225,2806,14,2192,956,3166,3404,2514,2778
"ENSMUSG00000071691",2477,3091,3030,4475,1123,2524,3055,1742,568,2093,3556,4596,1634,2457
"ENSMUSG00000072437",4652,456,452,3287,3579,2096,2836,2686,1940,492,1543,2013,3096,3693
"ENSMUSG00000074733",2555,277,2486,1808,298,1814,4727,4535,227,795,1037,2301,3825,4705
"ENSMUSG00000074746",3137,3488,3107,1395,3802,2174,1025,3543,788,3018,3991,2849,1297,2640
"ENSMUSG00000074811",4104,2400,2132,1536,1700,1839,2694,4774,1234,286,1639,4592,3131,3607
"ENSMUSG00000074818",4254,4774,4205,3447,4719,20,4373,1217,4764,2533,2249,1017,2646,3804
"ENSMUSG00000074852",2584,2930,2806,3746,4773,1468,4721,4872,1523,3989,1080,2560,3469,2666
"ENSMUSG00000074882",4101,1402,1245,539,2582,3787,829,1559,553,461,2045,1246,400,4634
"ENSMUSG00000074896",284,3881,2782,3920,3171,3658,3274,3402,1520,1800,2957,4238,3300,2196
"ENSMUSG00000074909",3603,123,622,3669,4321,1424,81,2200,1945,205,1912,2416,2059,2549
"ENSMUSG00000074913",515,2531,2748,4763,2121,1027,1553,541,1508,4082,1663,3104,2961,3113
"ENSMUSG00000074922",2288,4045,3067,3340,382,1214,3216,4845,3348,3765,3401,224,4350,497
"ENSMUSG00000074925",4350,549,2340,3577,1938,2415,1215,1108,4235,2280,3657,2528,435,263
"ENSMUSG00000075010",4544,2931,1125,4620,4115,486,1650,4937,2064,1374,3643,2087,1760,3895
"ENSMUSG00000075044",3095,675,3839,3369,3031,1925,1306,1674,3529,3447,3454,1501,1441,1534
"ENSMUSG00000075227",1919,2844,3471,3699,39,3475,195,4753,2454,3094,2892,3539,1067,3390
"ENSMUSG00000075268",331,3814,1550,4096,4111,3887,622,1971,3382,927,285,2751,4918,84
"ENSMUSG00000075289",3069,2413,853,1672,859,958,2441,866,312,2339,105,139,2041,1869
"ENSMUSG00000075296",4688,113,1035,3786,992,4918,807,4283,553,367,4558,1284,2654,4635
"ENSMUSG00000075908",1481,3223,1587,328,3859,789,3020,3598,1233,179,2606,1051,3890,1570
"ENSMUSG00000077205",2257,4761,1376,3816,4592,4239,3388,4297,1357,1990,2400,605,3696,3665
"ENSMUSG00000077223",2260,3815,371,3320,1629,3802,1663,51,136,3910,1160,358,4687,3608
"ENSMUSG00000077227",1534,2440,4766,3648,4461,2564,3655,2711,3876,1851,4447,2961,2439,3941
"ENSMUSG00000077291",90,2500,468,2163,2533,806,4903,2394,2757,1549,2498,4805,3014,1080
"ENSMUSG00000077391",2843,2874,2417,3478,2233,852,4024,2255,4399,245,3833,2947,612,1345
"ENSMUSG00000077768",1435,3361,690,3995,4525,2489,1911,2839,1236,729,4675,431,3187,3353
"ENSMUSG00000078528",3468,4983,1683,3288,4779,3332,3656,838,1440,886,2978,1633,4986,4
"ENSMUSG00000079258",2391,4473,1429,980,1819,2480,2174,116,1689,377,2642,2559,4139,394
"ENSMUSG00000079339",3459,3877,2314,3694,422,2107,1458,2630,2831,4933,1911,3897,4542,40
"ENSMUSG00000079342",1293,2350,1428,3032,348,3525,1324,64,856,706,1191,3638,659,4237
"ENSMUSG00000079344",4521,77,2010,2594,1067,3181,2002,1473,2743,1213,3871,3579,4324,1565
"ENSMUSG00000079382",3758,1413,1294,1902,400,2336,4504,3378,3604,2418,4786,2423,1958,3825
"ENSMUSG00000079415",4853,463,3007,4850,3266,3328,4234,3553,2041,2091,4780,1588,3361,2386
"ENSMUSG00000079419",1732,4027,1337,173,2705,4118,2749,3520,2922,54,130,2816,1154,2901
"ENSMUSG00000079467",2406,4456,4479,2090,3120,1180,810,3171,1377,2834,1837,1184,1292,3667
"ENSMUSG00000079478",2710,330,1664,1633,4361,3053,913,464,485,3222,4772,1985,1374,4763
"ENSMUSG00000080268",4934,2149,2579,2575,3531,2113,902,3698,2814,1172,3820,3740,3715,3435
"ENSMUSG00000080626",2007,1027,3404,493,1394,2043,4978,1118,1812,3639,1766,1099,4415,1407
"ENSMUSG00000080783",3636,1501,2435,2531,4176,2099,74,2638,3415,4911,3384,147,3411,463
"ENSMUSG00000080885",1606,1310,2835,2983,1959,1125,1230,1207,3965,4038,4586,2827,2911,2019
"ENSMUSG00000081596",4868,4801,2816,461,1496,4120,3322,571,3,108,3138,2967,1728,3626
"ENSMUSG00000082107",3735,2867,2822,767,3673,3959,2836,717,731,4761,3293,751,1106,289
"ENSMUSG00000082848",3943,3170,1779,4023,3707,4677,438,4440,412,703,453,1174,1550,919
"ENSMUSG00000083036",1740,1743,682,2168,1004,415,1900,2456,2661,518,1592,1660,4900,891
"ENSMUSG00000083160",4796,1443,909,913,2432,1685,3143,4508,274,2923,439,302,2363,3327
"ENSMUSG00000083282",1244,3691,2833,4823,3130,2057,2787,2217,2812,827,2512,2745,2562,2610
"ENSMUSG00000083458",3511,4764,3302,338,3676,3473,741,2174,150,748,1948,3935,3508,3092
"ENSMUSG00000084221",11,248,2497,3196,4097,2002,3915,2964,2194,1489,3899,2806,998,4606
"ENSMUSG00000084589",3885,2545,2474,302,507,2769,2934,171,3422,286,1066,230,1158,1617
"ENSMUSG00000084825",2959,488,3341,702,2260,3440,1167,1403,2618,1573,4666,4421,1343,160
"ENSMUSG00000084836",128,4557,1125,1945,3494,3523,1815,4751,472,1705,3080,4021,1778,1657
"ENSMUSG00000084876",3446,941,4664,3015,2716,4503,3423,541,525,1838,3941,3729,1087,4890
"ENSMUSG00000084957",169,2289,4028,1479,2216,1897,683,3007,1650,2338,3021,2202,3564,2370
"ENSMUSG00000084981",3003,1307,1017,1799,3097,3328,383,3725,3997,3375,4587,4163,1923,2263
"ENSMUSG00000085003",490,3244,2658,2818,1582,3374,2531,2863,1220,3301,873,1136,4432,3612
"ENSMUSG00000085196",687,3120,170,2243,3746,285,2063,4946,1787,197,542,3021,43,3136
"ENSMUSG00000085285",2078,3770,3751,1353,1249,189,1376,1412,4993,3707,4664,2179,2507,321
"ENSMUSG00000085924",1896,3852,3264,573,2846,68,78,4796,3734,2373,2276,4482,2301,3802
"ENSMUSG00000085934",4771,2676,4784,1575,2294,593,1395,2337,4681,1994,4692,56,1822,3014
"ENSMUSG00000086107",1859,1755,1297,3501,780,1507,2163,4350,2105,4177,1795,2721,3724,1584
"ENSMUSG00000086121",4404,3200,4810,4874,1489,4890,3642,1147,1986,1559,4499,3585,2488,2672
"ENSMUSG00000086174",1910,2569,690,2921,1365,743,4236,4236,3853,1400,4817,3205,3368,3966
"ENSMUSG00000086213",3965,3200,891,2219,3403,2562,29,3262,4898,1306,4580,117,4494,4874
"ENSMUSG00000086812",1526,643,3335,3847,1380,840,2407,2137,3082,926,613,460,1424,1336
"ENSMUSG00000086816",523,3417,4224,1730,1390,254,1621,2047,2143,3588,1026,1718,1359,2604
"ENSMUSG00000086875",155,316,1877,1697,4469,823,2712,996,890,436,1007,3987,826,1480
"ENSMUSG00000086938",3137,3663,1244,1383,2478,4341,3292,2915,4132,4818,3825,3975,4680,894
"ENSMUSG00000087002",4119,2791,1314,563,3086,1500,4052,1615,3010,2296,1640,4055,3695,1253
"ENSMUSG00000087095",3047,4104,558,3872,3339,2064,517,3201,3492,2999,4363,1066,3112,2313
"ENSMUSG00000087112",3455,2088,877,3408,4933,2130,3168,1429,849,4671,3325,4611,2636,4655
"ENSMUSG00000087132",4050,4604,1007,3493,1382,3113,356,2567,4121,336,4227,1457,3301,4192
"ENSMUSG00000087303",3777,3013,4849,900,1880,976,3424,1253,2071,3642,35,2619,202,1515
"ENSMUSG00000087367",3077,861,1527,3222,2416,3536,266,3549,1677,4972,3050,3315,1317,1936
